,1,2,3,4
0,-0.07794542279315837,-0.19300960700297842,-0.1985817969816394,0.2144074995484533
1,0.1583853009326497,-0.2538511916083559,-0.13143438231981425,0.15758223401815435
2,0.47675368118468525,-0.31763206131331906,0.006071559586453648,0.07466296066802416
3,0.4507854272360265,-0.06376559042884594,0.2659797365815365,-0.1066883888913287
4,0.1872103572401428,0.45556893747543353,0.5413652100337398,-0.4425368454653095
5,-0.07155987390037931,-0.19251983827459512,-0.2154581959902913,0.18899457759738536
6,0.11895801040977104,-0.22952338738983233,-0.19361765184438523,0.11083323261026039
7,0.024922204630259855,-0.078529856903944,-0.14358131321088846,0.0003676755920980424
8,0.255338846164814,0.1132938807664589,0.10758566066309234,-0.32570551257783104
9,0.12155224341184842,0.5794932363831766,0.5045244571977238,-0.5970412169320144
10,-0.1916332811271402,-0.12384131037300669,-0.14720828346615486,0.22620970789433117
11,-0.04209513334641688,-0.07635739207213747,-0.017414889471861032,0.1448705772149672
12,0.04960066348252232,0.04853272241890772,0.16536719454693227,0.014726748037102654
13,-0.08086803592402043,-0.1528964948459049,-0.21485688418532545,0.14181527914511122
14,-0.07498396180829041,-0.06303325854553474,-0.16347604937062604,0.04518732161717643
15,-0.05271298874468245,0.12167687632241335,-0.006502039083890693,-0.13610931987574915
16,-0.33723143138512746,-0.0821578149286834,-0.21736553563738878,0.2286922806659988
17,-0.43691462069816533,0.03886015939822147,-0.15046815381256623,0.1786138833431038
18,-0.20714160341309956,0.25944083500946763,0.1290278642555033,-0.09272842747599555
